,Date,Daily_sentiment
5871,2019-06-16,0
5876,2019-06-15,0
5881,2019-06-14,0
5886,2019-06-13,-1
5891,2019-06-12,0
5896,2019-06-11,1
5901,2019-06-10,1
5906,2019-06-09,1
5911,2019-06-08,0
5916,2019-06-07,0
5921,2019-06-06,0
5926,2019-06-05,0
5931,2019-06-04,0
5936,2019-06-03,1
5941,2019-06-02,0
5946,2019-06-01,0
5951,2019-05-31,0
5956,2019-05-30,0
5961,2019-05-29,0
5966,2019-05-28,0
5971,2019-05-27,-1
5976,2019-05-26,1
5981,2019-05-25,0
5986,2019-05-24,0
5991,2019-05-23,0
5996,2019-05-22,1
6001,2019-05-21,1
6006,2019-05-20,0
6011,2019-05-19,0
6016,2019-05-18,0
6021,2019-05-17,0
6026,2019-05-16,0
6031,2019-05-15,0
6036,2019-05-14,0
6041,2019-05-13,0
6046,2019-05-12,0
6051,2019-05-11,0
6056,2019-05-10,1
6061,2019-05-09,0
6066,2019-05-08,0
6071,2019-05-07,0
6076,2019-05-06,0
6081,2019-05-05,0
6086,2019-05-04,1
6091,2019-05-03,0
6096,2019-05-02,0
6101,2019-05-01,0
6106,2019-04-30,1
6111,2019-04-29,0
6116,2019-04-28,0
6121,2019-04-27,0
6126,2019-04-26,0
6131,2019-04-25,1
6136,2019-04-24,0
6141,2019-04-23,0
6146,2019-04-22,0
6151,2019-04-21,0
6156,2019-04-20,-1
6161,2019-04-19,0
6166,2019-04-18,1
6171,2019-04-17,1
6176,2019-04-16,1
6181,2019-04-15,1
6186,2019-04-14,1
6191,2019-04-13,0
6196,2019-04-12,0
6201,2019-04-11,0
6206,2019-04-10,0
6211,2019-04-09,0
6216,2019-04-08,0
6221,2019-04-07,0
6226,2019-04-06,0
6231,2019-04-05,0
6236,2019-04-04,0
6241,2019-04-03,1
6246,2019-04-02,0
6251,2019-04-01,0
6256,2019-03-31,1
6261,2019-03-30,1
6266,2019-03-29,0
6271,2019-03-28,0
6276,2019-03-27,0
6281,2019-03-26,1
6286,2019-03-25,0
6291,2019-03-24,0
6296,2019-03-23,0
6301,2019-03-22,0
6306,2019-03-21,0
6311,2019-03-20,1
6316,2019-03-19,0
6321,2019-03-18,0
6326,2019-03-17,-1
6331,2019-03-16,0
6336,2019-03-15,0
6341,2019-03-14,0
6346,2019-03-13,0
6351,2019-03-12,0
6356,2019-03-11,0
6361,2019-03-10,0
6366,2019-03-09,1
6371,2019-03-08,0
6376,2019-03-07,0
6381,2019-03-06,0
6386,2019-03-05,0
6391,2019-03-04,0
6396,2019-03-03,0
6401,2019-03-02,0
6406,2019-03-01,0
6411,2019-02-28,1
6416,2019-02-27,0
6421,2019-02-26,0
6426,2019-02-25,1
6431,2019-02-24,0
6436,2019-02-23,1
6441,2019-02-22,0
6446,2019-02-21,0
6451,2019-02-20,0
6456,2019-02-19,0
6461,2019-02-18,0
6466,2019-02-17,0
6471,2019-02-16,0
6476,2019-02-15,0
6481,2019-02-14,0
6486,2019-02-13,0
6491,2019-02-12,1
6496,2019-02-11,1
6501,2019-02-10,1
6506,2019-02-09,-1
6511,2019-02-08,1
6516,2019-02-07,-1
6521,2019-02-06,0
6526,2019-02-05,0
6531,2019-02-04,0
6536,2019-02-03,1
6541,2019-02-02,0
6546,2019-02-01,0
6551,2019-01-31,0
6556,2019-01-30,1
6561,2019-01-29,0
6566,2019-01-28,0
6571,2019-01-27,0
6576,2019-01-26,0
6581,2019-01-25,1
6586,2019-01-24,0
6590,2019-01-23,0
6595,2019-01-22,0
6600,2019-01-21,0
6605,2019-01-20,0
6610,2019-01-19,0
6615,2019-01-18,0
6620,2019-01-17,0
6625,2019-01-16,0
6630,2019-01-15,0
6635,2019-01-14,0
6640,2019-01-13,0
6645,2019-01-12,0
6650,2019-01-11,0
6655,2019-01-10,0
6660,2019-01-09,0
6665,2019-01-08,0
6670,2019-01-07,0
6675,2019-01-06,0
6680,2019-01-05,0
6685,2019-01-04,0
6690,2019-01-03,0
6695,2019-01-02,0
6700,2019-01-01,0
6705,2018-12-31,0
6710,2018-12-30,0
6715,2018-12-29,-1
6720,2018-12-28,0
6725,2018-12-27,0
6730,2018-12-26,0
6735,2018-12-25,0
6740,2018-12-24,0
6745,2018-12-23,0
6749,2018-12-22,-1
6754,2018-12-21,0
6759,2018-12-20,0
6764,2018-12-19,0
6769,2018-12-18,0
6774,2018-12-17,1
6779,2018-12-16,0
6784,2018-12-15,0
6789,2018-12-14,0
6794,2018-12-13,0
6799,2018-12-12,0
6804,2018-12-11,0
6809,2018-12-10,-1
6814,2018-12-09,0
6819,2018-12-08,0
6824,2018-12-07,0
6829,2018-12-06,0
6834,2018-12-05,0
6839,2018-12-04,0
6844,2018-12-03,0
6849,2018-12-02,0
6854,2018-12-01,0
6859,2018-11-30,0
6864,2018-11-29,1
6869,2018-11-28,0
6874,2018-11-27,0
6879,2018-11-26,0
6884,2018-11-25,0
6889,2018-11-24,0
6894,2018-11-23,0
6899,2018-11-22,0
6904,2018-11-21,0
6909,2018-11-20,1
6914,2018-11-19,0
6919,2018-11-18,0
6924,2018-11-17,0
6929,2018-11-16,0
6934,2018-11-15,0
6939,2018-11-14,0
6944,2018-11-13,1
6949,2018-11-12,0
6954,2018-11-11,0
6959,2018-11-10,0
6964,2018-11-09,0
6969,2018-11-08,1
6974,2018-11-07,0
6979,2018-11-06,0
6984,2018-11-05,0
6989,2018-11-04,0
6994,2018-11-03,0
6999,2018-11-02,0
7004,2018-11-01,0
7009,2018-10-31,0
7014,2018-10-30,0
7019,2018-10-29,0
7024,2018-10-28,0
7029,2018-10-27,1
7034,2018-10-26,0
7039,2018-10-25,0
7044,2018-10-24,0
7049,2018-10-23,0
7054,2018-10-22,0
7059,2018-10-21,0
7064,2018-10-20,0
7069,2018-10-19,0
7074,2018-10-18,0
7079,2018-10-17,0
7084,2018-10-16,1
7089,2018-10-15,0
7094,2018-10-14,0
7099,2018-10-13,0
7104,2018-10-12,0
7109,2018-10-11,0
7114,2018-10-10,0
7119,2018-10-09,0
7124,2018-10-08,0
7129,2018-10-07,1
7134,2018-10-06,-1
7139,2018-10-05,1
7144,2018-10-04,0
7149,2018-10-03,0
7154,2018-10-02,1
7159,2018-10-01,1
7164,2018-09-30,0
7169,2018-09-29,0
7174,2018-09-28,0
7179,2018-09-27,0
7184,2018-09-26,0
7189,2018-09-25,1
7194,2018-09-24,0
7199,2018-09-23,0
7204,2018-09-22,0
7209,2018-09-21,1
7214,2018-09-20,1
7219,2018-09-19,0
7224,2018-09-18,1
7229,2018-09-17,0
7234,2018-09-16,1
7239,2018-09-15,0
7244,2018-09-14,1
7249,2018-09-13,0
7254,2018-09-12,1
7259,2018-09-11,0
7264,2018-09-10,0
7269,2018-09-09,1
7274,2018-09-08,0
7279,2018-09-07,0
7284,2018-09-06,0
7289,2018-09-05,-1
7294,2018-09-04,0
7299,2018-09-03,0
7304,2018-09-02,0
7309,2018-09-01,0
7314,2018-08-31,1
7319,2018-08-30,0
7324,2018-08-29,0
7329,2018-08-28,0
7334,2018-08-27,0
7339,2018-08-26,1
7344,2018-08-25,0
7347,2018-08-24,1
7352,2018-08-23,1
7357,2018-08-22,1
7362,2018-08-21,0
7367,2018-08-20,0
7372,2018-08-19,0
7377,2018-08-18,0
7382,2018-08-17,0
7387,2018-08-16,0
7392,2018-08-15,0
7397,2018-08-14,0
7402,2018-08-13,0
7407,2018-08-12,0
7412,2018-08-11,1
7417,2018-08-10,0
7422,2018-08-09,0
7427,2018-08-08,1
7432,2018-08-07,0
7437,2018-08-06,0
7442,2018-08-05,0
7447,2018-08-04,1
7452,2018-08-03,0
7457,2018-08-02,-1
7462,2018-08-01,0
7467,2018-07-31,-1
7472,2018-07-30,0
7477,2018-07-29,0
7482,2018-07-28,0
7487,2018-07-27,0
7492,2018-07-26,0
7497,2018-07-25,0
7502,2018-07-24,1
7507,2018-07-23,0
7512,2018-07-22,0
7517,2018-07-21,0
7522,2018-07-20,0
7527,2018-07-19,0
7532,2018-07-18,0
7537,2018-07-17,0
7542,2018-07-16,0
7547,2018-07-15,1
7552,2018-07-14,0
7557,2018-07-13,0
7562,2018-07-12,0
7567,2018-07-11,0
7572,2018-07-10,0
7577,2018-07-09,0
7582,2018-07-08,-1
7587,2018-07-07,0
7592,2018-07-06,0
7597,2018-07-05,0
7602,2018-07-04,-1
7607,2018-07-03,0
7612,2018-07-02,0
7617,2018-07-01,0
7622,2018-06-30,0
7627,2018-06-29,1
7632,2018-06-28,0
7637,2018-06-27,0
7642,2018-06-26,0
7647,2018-06-25,0
7652,2018-06-24,0
7657,2018-06-23,0
7662,2018-06-22,1
7667,2018-06-21,-1
7672,2018-06-20,1
7677,2018-06-19,0
7682,2018-06-18,0
7687,2018-06-17,0
7692,2018-06-16,0
7697,2018-06-15,0
7702,2018-06-14,0
7707,2018-06-13,0
7712,2018-06-12,0
7717,2018-06-11,1
7722,2018-06-10,1
7727,2018-06-09,1
7732,2018-06-08,1
7737,2018-06-07,0
7742,2018-06-06,0
7747,2018-06-05,0
7752,2018-06-04,0
7757,2018-06-03,1
7762,2018-06-02,0
7767,2018-06-01,-1
7772,2018-05-31,0
7777,2018-05-30,0
7782,2018-05-29,0
7787,2018-05-28,1
7792,2018-05-27,1
7797,2018-05-26,1
7802,2018-05-25,0
7807,2018-05-24,1
7812,2018-05-23,0
7817,2018-05-22,-1
7822,2018-05-21,-1
7827,2018-05-20,0
7832,2018-05-19,0
7837,2018-05-18,0
7842,2018-05-17,0
7847,2018-05-16,0
7852,2018-05-15,0
7857,2018-05-14,0
7862,2018-05-13,0
7867,2018-05-12,1
7872,2018-05-11,1
7877,2018-05-10,0
7882,2018-05-09,0
7887,2018-05-08,0
7892,2018-05-07,0
7897,2018-05-06,0
7902,2018-05-05,0
7907,2018-05-04,0
7912,2018-05-03,0
7917,2018-05-02,0
7922,2018-05-01,0
7927,2018-04-30,0
7932,2018-04-29,0
7937,2018-04-28,1
7942,2018-04-27,-1
7947,2018-04-26,0
7952,2018-04-25,0
7957,2018-04-24,0
7962,2018-04-23,1
7967,2018-04-22,0
7972,2018-04-21,0
7977,2018-04-20,0
7982,2018-04-19,0
7987,2018-04-18,0
7992,2018-04-17,0
7997,2018-04-16,0
8002,2018-04-15,-1
8007,2018-04-14,0
8012,2018-04-13,0
8017,2018-04-12,0
8022,2018-04-11,1
8027,2018-04-10,0
8032,2018-04-09,1
8037,2018-04-08,0
8042,2018-04-07,0
8047,2018-04-06,0
8052,2018-04-05,-1
8057,2018-04-04,0
8062,2018-04-03,1
8067,2018-04-02,1
8072,2018-04-01,0
8077,2018-03-31,0
8082,2018-03-30,0
8087,2018-03-29,0
8092,2018-03-28,0
8097,2018-03-27,1
8102,2018-03-26,0
8107,2018-03-25,-1
8112,2018-03-24,-1
8117,2018-03-23,0
8122,2018-03-22,0
8127,2018-03-21,1
8132,2018-03-20,0
8137,2018-03-19,0
8142,2018-03-18,1
8147,2018-03-17,1
8152,2018-03-16,0
8157,2018-03-15,0
8162,2018-03-14,0
8167,2018-03-13,0
8172,2018-03-12,0
8177,2018-03-11,0
8182,2018-03-10,0
8187,2018-03-09,0
8192,2018-03-08,1
8197,2018-03-07,0
8202,2018-03-06,0
8207,2018-03-05,0
8212,2018-03-04,0
8217,2018-03-03,0
8222,2018-03-02,-1
8227,2018-03-01,0
8232,2018-02-28,0
8237,2018-02-27,0
8242,2018-02-26,0
8247,2018-02-25,0
8252,2018-02-24,1
8257,2018-02-23,0
8262,2018-02-22,0
8267,2018-02-21,0
8272,2018-02-20,0
8277,2018-02-19,0
8282,2018-02-18,0
8287,2018-02-17,0
8292,2018-02-16,1
8297,2018-02-15,1
8302,2018-02-14,0
8307,2018-02-13,0
8312,2018-02-12,0
8317,2018-02-11,1
8322,2018-02-10,0
8327,2018-02-09,0
8332,2018-02-08,-1
8337,2018-02-07,0
8342,2018-02-06,1
8347,2018-02-05,0
8352,2018-02-04,0
8357,2018-02-03,0
8361,2018-02-02,0
8366,2018-02-01,1
8371,2018-01-31,-1
8376,2018-01-30,0
8381,2018-01-29,1
8386,2018-01-28,0
8391,2018-01-27,0
8396,2018-01-26,1
8400,2018-01-25,0
8405,2018-01-24,0
8410,2018-01-23,0
8415,2018-01-22,0
8420,2018-01-21,1
8425,2018-01-20,1
8430,2018-01-19,0
8435,2018-01-18,1
8440,2018-01-17,1
8445,2018-01-16,0
8450,2018-01-15,0
8455,2018-01-14,0
8456,2018-01-13,0
8461,2018-01-12,0
8466,2018-01-11,0
8471,2018-01-10,0
8476,2018-01-09,0
8481,2018-01-08,0
8486,2018-01-07,0
8490,2018-01-06,0
8491,2018-01-05,0
8496,2018-01-04,-1
8501,2018-01-03,0
8506,2018-01-02,-1
8511,2018-01-01,0
8516,2017-12-31,1
8520,2017-12-30,0
8524,2017-12-29,0
8529,2017-12-28,0
8534,2017-12-27,0
8539,2017-12-26,0
8544,2017-12-25,0
8548,2017-12-24,0
8551,2017-12-23,0
8552,2017-12-22,1
8557,2017-12-21,0
8562,2017-12-20,0
8567,2017-12-19,0
8572,2017-12-18,0
8577,2017-12-17,0
8582,2017-12-16,1
8585,2017-12-15,0
8590,2017-12-14,0
8595,2017-12-13,0
8600,2017-12-12,1
8605,2017-12-11,0
8610,2017-12-10,0
8615,2017-12-09,1
8620,2017-12-08,0
8625,2017-12-07,0
8630,2017-12-06,0
8635,2017-12-05,0
8640,2017-12-04,0
8645,2017-12-03,1
8647,2017-12-02,0
8652,2017-12-01,0
8657,2017-11-30,0
8662,2017-11-29,0
8666,2017-11-28,0
8671,2017-11-27,0
8676,2017-11-26,0
8678,2017-11-25,0
8683,2017-11-24,1
8688,2017-11-23,0
8693,2017-11-22,1
8698,2017-11-21,0
8703,2017-11-20,1
8708,2017-11-19,1
8713,2017-11-18,0
8718,2017-11-17,0
8723,2017-11-16,-1
8728,2017-11-15,0
8733,2017-11-14,0
8737,2017-11-13,1
8742,2017-11-12,0
8747,2017-11-11,0
8750,2017-11-10,0
8755,2017-11-09,1
8760,2017-11-08,0
8765,2017-11-07,0
8770,2017-11-06,0
8775,2017-11-05,0
8777,2017-11-04,0
8780,2017-11-03,0
8784,2017-11-02,0
8789,2017-11-01,0
8794,2017-10-31,0
8799,2017-10-30,1
8804,2017-10-28,0
8809,2017-10-27,0
8814,2017-10-26,1
8819,2017-10-25,1
8824,2017-10-24,0
8829,2017-10-23,0
8834,2017-10-22,0
8836,2017-10-20,1
8840,2017-10-19,0
8843,2017-10-18,0
8848,2017-10-17,0
8852,2017-10-16,0
8857,2017-10-15,1
8862,2017-10-14,1
8864,2017-10-13,0
8869,2017-10-12,0
8874,2017-10-11,0
8879,2017-10-10,0
8884,2017-10-09,0
8889,2017-10-08,0
8894,2017-10-07,1
8899,2017-10-06,1
8904,2017-10-05,1
8909,2017-10-04,0
8914,2017-10-03,1
8919,2017-10-02,0
8924,2017-10-01,1
8929,2017-09-30,1
8934,2017-09-29,1
8939,2017-09-28,0
8944,2017-09-27,0
8949,2017-09-26,1
8954,2017-09-25,0
8959,2017-09-24,0
8964,2017-09-23,0
8966,2017-09-22,0
8971,2017-09-21,1
8976,2017-09-20,1
8981,2017-09-19,0
8986,2017-09-18,0
8991,2017-09-17,0
8993,2017-09-16,1
8997,2017-09-15,0
9002,2017-09-14,0
9007,2017-09-13,0
9012,2017-09-12,0
9017,2017-09-11,0
9022,2017-09-10,0
9025,2017-09-09,0
9026,2017-09-08,0
9031,2017-09-07,1
9036,2017-09-06,0
9041,2017-09-05,0
9046,2017-09-04,1
9051,2017-09-03,0
9056,2017-09-02,0
9061,2017-09-01,1
9066,2017-08-30,1
9071,2017-08-29,0
9076,2017-08-28,1
9081,2017-08-27,1
9083,2017-08-26,1
9088,2017-08-25,0
9090,2017-08-24,0
9095,2017-08-23,0
9100,2017-08-22,0
9105,2017-08-21,0
9110,2017-08-20,0
9115,2017-08-19,1
9119,2017-08-18,0
9124,2017-08-17,0
9129,2017-08-16,0
9134,2017-08-15,1
9139,2017-08-14,1
9144,2017-08-13,0
9149,2017-08-12,1
9154,2017-08-11,0
9159,2017-08-10,-1
9164,2017-08-09,0
9169,2017-08-08,0
9174,2017-08-07,0
9179,2017-08-06,1
9184,2017-08-05,0
9189,2017-08-04,0
9194,2017-08-03,0
9199,2017-08-02,1
9204,2017-08-01,0
9209,2017-07-31,0
9213,2017-07-30,0
9218,2017-07-29,0
9222,2017-07-28,0
9227,2017-07-27,0
9232,2017-07-26,0
9237,2017-07-25,1
9242,2017-07-24,0
9247,2017-07-23,0
9252,2017-07-22,0
9256,2017-07-21,0
9261,2017-07-20,0
9266,2017-07-19,1
9271,2017-07-18,0
9276,2017-07-17,0
9281,2017-07-15,0
9284,2017-07-14,0
9289,2017-07-13,1
9294,2017-07-12,0
9299,2017-07-11,0
9304,2017-07-10,0
9309,2017-07-09,0
9311,2017-07-08,0
9312,2017-07-07,1
9317,2017-07-06,0
9322,2017-07-05,1
9327,2017-07-04,0
9332,2017-07-03,0
9337,2017-07-02,0
9342,2017-07-01,1
9347,2017-06-30,0
9352,2017-06-29,0
9357,2017-06-28,0
9362,2017-06-27,0
9367,2017-06-26,0
9372,2017-06-25,0
9377,2017-06-24,0
9382,2017-06-23,0
9387,2017-06-22,0
9392,2017-06-21,0
9397,2017-06-20,0
9402,2017-06-19,1
9407,2017-06-18,0
9410,2017-06-17,1
9413,2017-06-16,0
9418,2017-06-15,0
9423,2017-06-14,0
9428,2017-06-13,0
9433,2017-06-12,0
9438,2017-06-11,0
9443,2017-06-10,1
9448,2017-06-09,0
9453,2017-06-08,1
9458,2017-06-07,0
9463,2017-06-06,1
9468,2017-06-05,-1
9473,2017-06-04,0
9475,2017-06-03,1
9480,2017-06-02,0
9485,2017-06-01,0
9490,2017-05-31,0
9495,2017-05-30,0
9500,2017-05-29,1
9505,2017-05-28,1
9509,2017-05-27,0
9514,2017-05-26,0
9519,2017-05-25,1
9524,2017-05-24,1
9529,2017-05-23,1
9534,2017-05-22,0
9539,2017-05-21,1
9544,2017-05-20,0
9549,2017-05-19,-1
9554,2017-05-18,0
9559,2017-05-17,0
9564,2017-05-16,1
9569,2017-05-15,1
9574,2017-05-14,1
9578,2017-05-13,1
9582,2017-05-12,1
9587,2017-05-11,0
9592,2017-05-10,1
9597,2017-05-09,1
9602,2017-05-08,0
9607,2017-05-07,0
9612,2017-05-06,0
9617,2017-05-05,1
9622,2017-05-04,1
9627,2017-05-03,0
9632,2017-05-02,1
9637,2017-05-01,0
9642,2017-04-30,1
9646,2017-04-29,1
9651,2017-04-28,0
9656,2017-04-27,0
9660,2017-04-26,1
9665,2017-04-25,0
9670,2017-04-24,0
9675,2017-04-23,0
9678,2017-04-22,0
9683,2017-04-21,0
9688,2017-04-20,0
9693,2017-04-19,0
9698,2017-04-18,1
9703,2017-04-17,0
9708,2017-04-16,0
9713,2017-04-15,1
9718,2017-04-14,1
9723,2017-04-13,0
9728,2017-04-12,0
9733,2017-04-11,0
9738,2017-04-10,0
9743,2017-04-09,0
9748,2017-04-08,1
9753,2017-04-07,1
9758,2017-04-06,0
9763,2017-04-05,0
9768,2017-04-04,0
9773,2017-04-03,0
9778,2017-04-02,1
9782,2017-04-01,1
9787,2017-03-31,0
9792,2017-03-30,0
9797,2017-03-29,0
9802,2017-03-28,0
9807,2017-03-27,0
9812,2017-03-26,0
9815,2017-03-25,0
9820,2017-03-24,1
9825,2017-03-23,1
9830,2017-03-22,1
9835,2017-03-21,1
9840,2017-03-20,0
9845,2017-03-19,0
9848,2017-03-18,1
9850,2017-03-17,1
9855,2017-03-16,0
9860,2017-03-15,0
9863,2017-03-14,0
9868,2017-03-13,0
9869,2017-03-11,1
9870,2017-03-10,0
9874,2017-03-09,-1
9878,2017-03-08,0
9883,2017-03-07,0
9888,2017-03-06,0
9893,2017-03-05,0
9898,2017-03-04,0
9903,2017-03-03,1
9908,2017-03-02,0
9913,2017-03-01,0
9918,2017-02-28,0
9923,2017-02-27,1
9928,2017-02-26,-1
9929,2017-02-25,1
9930,2017-02-24,1
9936,2017-02-23,0
9941,2017-02-22,0
9946,2017-02-21,0
9951,2017-02-20,0
9956,2017-02-19,0
9960,2017-02-18,0
9963,2017-02-17,0
9968,2017-02-16,0
9973,2017-02-15,0
9978,2017-02-14,0
9983,2017-02-13,0
9988,2017-02-12,0
9991,2017-02-11,0
9996,2017-02-10,0
10001,2017-02-09,1
10006,2017-02-08,0
10011,2017-02-07,1
10016,2017-02-06,1
10021,2017-02-05,1
10025,2017-02-04,1
10029,2017-02-03,1
10034,2017-02-02,0
10039,2017-02-01,1
10044,2017-01-31,0
10049,2017-01-30,1
10054,2017-01-29,1
10059,2017-01-28,1
10064,2017-01-27,1
10069,2017-01-26,1
10072,2017-01-25,1
10077,2017-01-24,0
10082,2017-01-23,0
10087,2017-01-22,1
10090,2017-01-21,1
10094,2017-01-20,0
10099,2017-01-19,1
10104,2017-01-18,0
10109,2017-01-17,0
10114,2017-01-16,0
10119,2017-01-15,1
10122,2017-01-14,1
10127,2017-01-13,0
10132,2017-01-12,1
10137,2017-01-11,1
10142,2017-01-10,1
10147,2017-01-09,0
10152,2017-01-08,1
10157,2017-01-07,1
10161,2017-01-06,0
10166,2017-01-05,1
10171,2017-01-04,0
10176,2017-01-03,1
10181,2017-01-02,0
